변경구분,상점ID,상점명,할증ID,할증명,할증유형,판가(전→후),원가(전→후),종료일
매핑해제,33132,파리바게뜨 응봉점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,34727,초록마을 옥수직영점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,34727,초록마을 옥수직영점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,34727,초록마을 옥수직영점,90258,[성동행당] 초록마을 픽업,UNCONDITIONAL,0,200,
매핑해제,35690,홈플러스익스프레스 옥수점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,35690,홈플러스익스프레스 옥수점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,36658,CU 행당대림점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,36658,CU 행당대림점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,36658,CU 행당대림점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,37420,CU 왕십리텐즈힐점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,37420,CU 왕십리텐즈힐점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,37420,CU 왕십리텐즈힐점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,38767,파리바게뜨 종암점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,38767,파리바게뜨 종암점,60550,[성북종암] 클라시아아파트 550원,POLYGON,550,500,
매핑해제,38767,파리바게뜨 종암점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,38884,CU 성동금호점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,38884,CU 성동금호점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,38884,CU 성동금호점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,38887,CU 마장서울점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,38887,CU 마장서울점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,38887,CU 마장서울점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,41562,CU 금호동3가점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,41562,CU 금호동3가점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,41562,CU 금호동3가점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,42272,홈플러스익스프레스 삼선점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,42275,왕십리점 홈플러스익스프레스,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,42275,왕십리점 홈플러스익스프레스,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,48790,맥도날드 종암SK점,112284,25년 맥도날드 야간(00→06),WEEKLY_HOURS,550,500,
매핑해제,48790,맥도날드 종암SK점,112285,25년 맥도날드 야간(06→10),WEEKLY_HOURS,550,500,
매핑해제,48790,맥도날드 종암SK점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,48790,맥도날드 종암SK점,60550,[성북종암] 클라시아아파트 550원,POLYGON,550,500,
매핑해제,48790,맥도날드 종암SK점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,51209,CU 금호한신점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,51209,CU 금호한신점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,51209,CU 금호한신점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,51418,CU 성동마장로점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,51418,CU 성동마장로점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,51418,CU 성동마장로점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,53494,CU 돈암풍림점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53494,CU 돈암풍림점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,53499,CU 동소문중앙점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53499,CU 동소문중앙점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,53500,CU 동소문태양점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53500,CU 동소문태양점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,53569,CU 성동행당점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53569,CU 성동행당점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,53569,CU 성동행당점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,53570,CU 성북로데오점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53570,CU 성북로데오점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,53573,CU 성북삼선교점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53573,CU 성북삼선교점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,53575,CU 성북점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53575,CU 성북점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,53665,CU 왕십리2동점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,53665,CU 왕십리2동점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,53665,CU 왕십리2동점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,54384,뚜레쥬르 금호역점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,54384,뚜레쥬르 금호역점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,54384,뚜레쥬르 금호역점,7653,[성동행당] 성동교 550원,REGIONS,550,500,
매핑해제,56033,GS25 왕십리무학봉점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,56033,GS25 왕십리무학봉점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,56423,GS25 왕십리청계천점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,56423,GS25 왕십리청계천점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,56455,GS25 중앙병원점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,56455,GS25 중앙병원점,41063,[성북종암] 편의점(종암동) 원가할증,REGIONS,0,300,
매핑해제,56455,GS25 중앙병원점,60549,[성북종암] 클라시아센터피스 500원,POLYGON,0,500,
매핑해제,56455,GS25 중앙병원점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,59080,GS25 보문역점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,60739,GS25 사근본점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60739,GS25 사근본점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60744,GS25 왕십리도선점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60744,GS25 왕십리도선점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60745,GS25 금호역점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60745,GS25 금호역점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60746,GS25 옥수상떼뷰점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,60746,GS25 옥수상떼뷰점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,61115,GS25 성북건영점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,61137,GS25 종암타운점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,61137,GS25 종암타운점,41063,[성북종암] 편의점(종암동) 원가할증,REGIONS,0,300,
매핑해제,61137,GS25 종암타운점,60549,[성북종암] 클라시아센터피스 500원,POLYGON,0,500,
매핑해제,61137,GS25 종암타운점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,61141,GS25 성신사랑점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,64859,세븐일레븐 한양대타운점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,64859,세븐일레븐 한양대타운점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,65076,GS25 고대종암점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,65076,GS25 고대종암점,41063,[성북종암] 편의점(종암동) 원가할증,REGIONS,0,300,
매핑해제,65076,GS25 고대종암점,60549,[성북종암] 클라시아센터피스 500원,POLYGON,0,500,
매핑해제,65076,GS25 고대종암점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,65802,GS25 서울숲푸르지오점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,65802,GS25 서울숲푸르지오점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,65839,GS25 성동무학교점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,65839,GS25 성동무학교점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,65841,GS25 성북동진점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,65841,GS25 성북동진점,41063,[성북종암] 편의점(종암동) 원가할증,REGIONS,0,300,
매핑해제,65841,GS25 성북동진점,60549,[성북종암] 클라시아센터피스 500원,POLYGON,0,500,
매핑해제,65841,GS25 성북동진점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,66066,GS25 왕십리동진점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,66066,GS25 왕십리동진점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,66262,GS25 종암파크점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,66262,GS25 종암파크점,41063,[성북종암] 편의점(종암동) 원가할증,REGIONS,0,300,
매핑해제,66262,GS25 종암파크점,60549,[성북종암] 클라시아센터피스 500원,POLYGON,0,500,
매핑해제,66262,GS25 종암파크점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,67216,CU 왕십리KCC점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,67216,CU 왕십리KCC점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,67216,CU 왕십리KCC점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,67218,CU 도선공원점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,67218,CU 도선공원점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,67218,CU 도선공원점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,75515,세븐일레븐 마장하영점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,75515,세븐일레븐 마장하영점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,76910,CU 금호래미안점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,76910,CU 금호래미안점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,76910,CU 금호래미안점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,83936,혜성한의원(금호점),144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,83936,혜성한의원(금호점),151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,83936,혜성한의원(금호점),6760,성동구 심야할증 550원,WEEKLY_HOURS,550,500,
매핑해제,87752,GS25 동소문제일점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,87761,GS25 동소문타운점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,90993,세븐일레븐 성북돈암초교점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,95457,GS25 성북보문점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,95461,GS25 성북한성점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,95753,투썸플레이스 종암점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,95753,투썸플레이스 종암점,60550,[성북종암] 클라시아아파트 550원,POLYGON,550,500,
매핑해제,95753,투썸플레이스 종암점,67224,"[성북종암] 제기동,청량리동 300원",POLYGON,0,300,
매핑해제,97054,[길음뉴타운]뚜레쥬르 길음뉴타운,50333,정릉동_100원 (원가),REGIONS,0,100,
매핑해제,97054,[길음뉴타운]뚜레쥬르 길음뉴타운,90280,[성북월곡] 야간할증 770원,WEEKLY_HOURS,770,700,
매핑해제,97404,파리바게뜨 마장역점,11177,"[성동행당] 답십리,용답동 550원",REGIONS,550,500,
매핑해제,97404,파리바게뜨 마장역점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,97404,파리바게뜨 마장역점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,97404,파리바게뜨 마장역점,9741,[성동행당] 옥수동 550원,REGIONS,550,500,
매핑해제,99998,파리바게뜨 한양대학교병원점,11177,"[성동행당] 답십리,용답동 550원",REGIONS,550,500,
매핑해제,99998,파리바게뜨 한양대학교병원점,12049,[성동행당] 건물할증 1100원,REGIONS,1100,1000,
매핑해제,99998,파리바게뜨 한양대학교병원점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,99998,파리바게뜨 한양대학교병원점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,99998,파리바게뜨 한양대학교병원점,7653,[성동행당] 성동교 550원,REGIONS,550,500,
매핑해제,99998,파리바게뜨 한양대학교병원점,9741,[성동행당] 옥수동 550원,REGIONS,550,500,
자연만료,165565,요기요OD_성북동선지점/성북,142507,특별 기상 프로모션(500),WEEKLY_HOURS,550,500,2026-07-20
자연만료,165703,요기요OD_단건_성북동선지점/성북,142507,특별 기상 프로모션(500),WEEKLY_HOURS,550,500,2026-07-20
자연만료,196907,요기요OD_성북길음지점/강북도봉,142507,특별 기상 프로모션(500),WEEKLY_HOURS,550,500,2026-07-20
자연만료,196908,요기요OD_단건_성북길음지점/강북도봉,142507,특별 기상 프로모션(500),WEEKLY_HOURS,550,500,2026-07-20
신규매핑,24111,,151700,[성북보문] 창신동 550원,POLYGON,550,0,
신규매핑,24112,,151700,[성북보문] 창신동 550원,POLYGON,550,0,
신규매핑,24112,,151702,[성북보문] 숭인동 550원,POLYGON,550,0,
신규매핑,24112,,151707,[성북보문] 종암동 550원,REGIONS,550,0,
신규매핑,24112,,151717,[성북보문] 동숭동 550원 할증,REGIONS,550,0,
신규매핑,24112,,151718,"[성북보문] 정릉1,2동 550원",REGIONS,550,0,
신규매핑,24206,,151705,[성동행당] 성동교 550원,REGIONS,550,0,
신규매핑,24399,,151714,프라임 픽업할증_550원,UNCONDITIONAL,550,0,
신규매핑,24399,,151764,"[중구신당] 센트라스,텐즈힐 1100",POLYGON,1100,0,
신규매핑,36658,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,37420,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,38767,,151711,[성북종암] 클라시아아파트 550원,POLYGON,550,0,
신규매핑,38884,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,38887,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,41562,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,48790,,151711,[성북종암] 클라시아아파트 550원,POLYGON,550,0,
신규매핑,48790,,151760,25년 맥도날드 야간(00→06),WEEKLY_HOURS,550,0,
신규매핑,48790,,151762,25년 맥도날드 야간(06→10),WEEKLY_HOURS,550,0,
신규매핑,51209,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,51418,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53494,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53499,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53500,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53569,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53570,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53573,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53575,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,53665,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,54384,,151705,[성동행당] 성동교 550원,REGIONS,550,0,
신규매핑,67216,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,67218,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,76910,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,83936,,151719,성동구 심야할증 550원,WEEKLY_HOURS,550,0,
신규매핑,95753,,151711,[성북종암] 클라시아아파트 550원,POLYGON,550,0,
신규매핑,97054,,151708,[성북월곡] 야간할증 770원,WEEKLY_HOURS,770,0,
신규매핑,97404,,151713,[성동행당] 옥수동 550원,REGIONS,550,0,
신규매핑,97404,,151715,"[성동행당] 답십리,용답동 550원",REGIONS,550,0,
신규매핑,99998,,151705,[성동행당] 성동교 550원,REGIONS,550,0,
신규매핑,99998,,151713,[성동행당] 옥수동 550원,REGIONS,550,0,
신규매핑,99998,,151715,"[성동행당] 답십리,용답동 550원",REGIONS,550,0,
신규매핑,99998,,151724,[성동행당] 건물할증 1100원,REGIONS,1100,0,
신규매핑,126086,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,126087,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,126090,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,126232,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,126809,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,136884,,151700,[성북보문] 창신동 550원,POLYGON,550,0,
신규매핑,136884,,151702,[성북보문] 숭인동 550원,POLYGON,550,0,
신규매핑,136884,,151704,[성북보문] 이화동 550원,POLYGON,550,0,
신규매핑,136884,,151709,[스타벅스] 아침할증 550원,WEEKLY_HOURS,550,0,
신규매핑,136884,,151721,[성북보문] 혜화동 550원,POLYGON,550,0,
신규매핑,136890,,151700,[성북보문] 창신동 550원,POLYGON,550,0,
신규매핑,136890,,151702,[성북보문] 숭인동 550원,POLYGON,550,0,
신규매핑,136890,,151704,[성북보문] 이화동 550원,POLYGON,550,0,
신규매핑,136890,,151709,[스타벅스] 아침할증 550원,WEEKLY_HOURS,550,0,
신규매핑,136890,,151721,[성북보문] 혜화동 550원,POLYGON,550,0,
신규매핑,138769,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,148362,,151700,[성북보문] 창신동 550원,POLYGON,550,0,
신규매핑,148362,,151717,[성북보문] 동숭동 550원 할증,REGIONS,550,0,
신규매핑,148362,,151718,"[성북보문] 정릉1,2동 550원",REGIONS,550,0,
신규매핑,148362,,151720,[성북보문] 명륜1~4가 550원,REGIONS,550,0,
신규매핑,148362,,151722,[성북보문] 연건동 550원 할증,REGIONS,550,0,
신규매핑,158972,,151681,CU 특별할증(5차 테스트),UNCONDITIONAL,0,1000,2026-08-18
신규매핑,158972,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,160540,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,160712,,151700,[성북보문] 창신동 550원,POLYGON,550,0,
신규매핑,160712,,151702,[성북보문] 숭인동 550원,POLYGON,550,0,
신규매핑,160712,,151704,[성북보문] 이화동 550원,POLYGON,550,0,
신규매핑,160712,,151707,[성북보문] 종암동 550원,REGIONS,550,0,
신규매핑,160712,,151709,[스타벅스] 아침할증 550원,WEEKLY_HOURS,550,0,
신규매핑,160712,,151716,[성북보문] 혜화동 550원,REGIONS,550,0,
신규매핑,160712,,151723,[성북보문] 성북동 550원,REGIONS,550,0,
신규매핑,165280,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,165281,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,165565,,151703,특별 기상 프로모션(500),WEEKLY_HOURS,550,0,
신규매핑,165565,,151706,요기요OD 주류배송 할증,LIQUOR,550,0,
신규매핑,165565,,151725,[성북요] 종암→ 500원,POLYGON,275,0,
신규매핑,165565,,151727,[강북요기요]교차)성북존 배송지할증,POLYGON,1100,0,
신규매핑,165703,,151703,특별 기상 프로모션(500),WEEKLY_HOURS,550,0,
신규매핑,165703,,151706,요기요OD 주류배송 할증,LIQUOR,550,0,
신규매핑,165703,,151725,[성북요] 종암→ 500원,POLYGON,275,0,
신규매핑,165703,,151727,[강북요기요]교차)성북존 배송지할증,POLYGON,1100,0,
신규매핑,166321,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,167041,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,173387,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,177147,,151752,프라임 픽업할증_770원,UNCONDITIONAL,770,0,
신규매핑,177743,,151726,오전할증 (10~11시) 550원,WEEKLY_HOURS,550,0,
신규매핑,185532,,151726,오전할증 (10~11시) 550원,WEEKLY_HOURS,550,0,
신규매핑,186220,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,191848,,151704,[성북보문] 이화동 550원,POLYGON,550,0,
신규매핑,191848,,151707,[성북보문] 종암동 550원,REGIONS,550,0,
신규매핑,191848,,151712,"프라임 픽업할증_1,100원",UNCONDITIONAL,1100,0,
신규매핑,191848,,151716,[성북보문] 혜화동 550원,REGIONS,550,0,
신규매핑,191848,,151723,[성북보문] 성북동 550원,REGIONS,550,0,
신규매핑,196907,,151703,특별 기상 프로모션(500),WEEKLY_HOURS,550,0,
신규매핑,196907,,151706,요기요OD 주류배송 할증,LIQUOR,550,0,
신규매핑,196907,,151766,요기요OD_아침배송,WEEKLY_HOURS,1100,0,
신규매핑,196908,,151703,특별 기상 프로모션(500),WEEKLY_HOURS,550,0,
신규매핑,196908,,151706,요기요OD 주류배송 할증,LIQUOR,550,0,
신규매핑,196908,,151766,요기요OD_아침배송,WEEKLY_HOURS,1100,0,
신규매핑,198466,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,203726,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,210158,,151712,"프라임 픽업할증_1,100원",UNCONDITIONAL,1100,0,
신규매핑,212987,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,228336,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,228523,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,231733,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,231761,,151701,CU편의점 야간할증,WEEKLY_HOURS,550,0,
신규매핑,237784,,151708,[성북월곡] 야간할증 770원,WEEKLY_HOURS,770,0,
신규매핑,237784,,151728,[성북월곡]정릉동4구역 550원,POLYGON,550,0,
신규매핑,237784,,151729,[성북월곡]정릉동3구역 1650,POLYGON,1650,0,
신규매핑,237784,,151730,[성북월곡]삼선동1가 3300원,POLYGON,3300,0,
신규매핑,237784,,151731,[성북월곡]삼선동2가 2200원,POLYGON,2200,0,
신규매핑,237784,,151732,[성북월곡]삼선동3가 1650원,POLYGON,1650,0,
신규매핑,237784,,151733,[성북월곡] 정릉동고려대 1구역550,POLYGON,550,0,
신규매핑,237784,,151734,[성북월곡]삼선동4가 1650원,POLYGON,1650,0,
신규매핑,237784,,151735,[성북월곡]삼선동5가 1650원,POLYGON,1650,0,
신규매핑,237784,,151736,[성북월곡]보문동1가 1100원,POLYGON,1100,0,
신규매핑,237784,,151737,[성북월곡]보문동2가 1100원,POLYGON,1100,0,
신규매핑,237784,,151738,[성북월곡]보문동3가 2200원,POLYGON,2200,0,
신규매핑,237784,,151739,"[성북월곡] 제기,청량리 1,100원",POLYGON,1100,0,
신규매핑,237784,,151740,[성북월곡]정릉동508번지일대 550,POLYGON,550,0,
신규매핑,237784,,151741,[성북월곡]보문동4가 1100원,POLYGON,1100,0,
신규매핑,237784,,151742,"[성북월곡] 제기,청량리 550원",POLYGON,550,0,
신규매핑,237784,,151743,[성북월곡]보문동5가 1100원,POLYGON,1100,0,
신규매핑,237784,,151744,[성북월곡]보문동6가 2200원,POLYGON,2200,0,
신규매핑,237784,,151745,[성북월곡]보문동7가 1100원,POLYGON,1100,0,
신규매핑,237784,,151746,[성북월곡]동소문동1가 2200원,POLYGON,2200,0,
신규매핑,237784,,151747,[성북월곡]동소문동2가 2200원,POLYGON,2200,0,
신규매핑,237784,,151748,[성북월곡]동소문동3가 1650원,POLYGON,1650,0,
신규매핑,237784,,151749,[성북월곡]동소문동4가 1650원,POLYGON,1650,0,
신규매핑,237784,,151751,[성북월곡]동소문동5가 1100원,POLYGON,1100,0,
신규매핑,237784,,151759,[성북월곡]성북동1가 2200원,POLYGON,2200,0,
신규매핑,237784,,151761,[성북월곡] 센터피스 550원,POLYGON,550,0,
신규매핑,237784,,151763,[성북월곡]전농동 6600원,POLYGON,6600,0,
신규매핑,237784,,151765,[성북월곡]성북동 4400,POLYGON,4400,0,
신규매핑,237784,,151767,[성북월곡]길음동 클라시아아파트550,POLYGON,550,0,
신규매핑,237784,,151768,[성북월곡] 월계동1구역 550원,POLYGON,550,0,
신규매핑,237784,,151769,[성북월곡]고려대학교 2구역 550원,POLYGON,550,0,
신규매핑,237784,,151770,"[성북월곡] 용두동 1,100원",POLYGON,1100,0,
신규매핑,237784,,151771,[성북월곡]이문동2구역 2200,POLYGON,2200,0,
신규매핑,237784,,151772,[성북월곡]고려대학교 1구역 550원,POLYGON,550,0,
