상점_ID,상점명,관심상점_여부,분석_오더_건수,조기도착_건수,조기도착_비중_%,지각도착_건수,지각도착_비중_%,요청대비_도착차이_평균_분,조기_요청대비_픽업차이_평균_분,조기_도착후_대기_평균_분,지각_요청대비_픽업차이_평균_분,지각_도착후_대기_평균_분,타상점50건_조기도착_비중_%,타상점50건_지각도착_비중_%,타상점50건_요청대비_도착차이_평균_분,타상점50건_조기_요청대비_픽업차이_평균_분,타상점50건_조기_도착후_대기_평균_분,타상점50건_지각_요청대비_픽업차이_평균_분,타상점50건_지각_도착후_대기_평균_분,조기도착_비중_타상점대비_차이_pp,지각도착_비중_타상점대비_차이_pp,요청대비_도착차이_타상점대비_차이_분,조기_요청대비_픽업차이_타상점대비_차이_분,조기_대기_타상점대비_차이_분,지각_요청대비_픽업차이_타상점대비_차이_분,지각_대기_타상점대비_차이_분
97231,GS25 장안골든점,N,2,1,50.0,1,50.0,-3.05,-6.27,0.27,1.33,0.9,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,-0.63,-2.26,-2.59,-6.94,0.15
129796,◇바나프레소 회기역사거리점,N,2,2,100.0,0,0.0,-10.83,-9.01,1.82,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-8.41,-5.0,-1.04,,
144939,GS25 답십리한신점,N,2,2,100.0,0,0.0,-10.62,-8.48,2.15,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-8.2,-4.47,-0.71,,
162842,CU 청량리한양수자인점,N,2,1,50.0,1,50.0,-4.58,-9.08,0.2,0.18,0.05,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,-2.16,-5.07,-2.66,-8.09,-0.7
181727,(선택)파리바게뜨 신이문역점,N,2,0,0.0,2,100.0,5.9,,,6.88,0.98,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,8.32,,,-1.39,0.23
261874,[직영A] 샹궈의 정석 본점,N,2,1,50.0,1,50.0,-0.26,-1.2,0.07,2.15,1.4,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,2.16,2.81,-2.79,-6.12,0.65
261881,[직영A] 신전떡볶이 회기점,N,2,2,100.0,0,0.0,-4.52,-3.29,1.23,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.1,0.72,-1.63,,
263523,[직영A]특별한 호두와플&다과 청량리점,N,2,0,0.0,2,100.0,14.52,,,15.06,0.54,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,16.94,,,6.79,-0.21
263880,[직영A] 부추소곱창,N,2,2,100.0,0,0.0,-6.15,-3.53,2.62,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-3.73,0.48,-0.24,,
264789,[직영A] 직화푸드,N,2,0,0.0,2,100.0,6.74,,,6.92,0.18,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,9.16,,,-1.35,-0.57
265121,[직영A] 왕창곱창막창,N,2,1,50.0,1,50.0,8.83,-0.98,4.43,23.48,0.4,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,11.25,3.03,1.57,15.21,-0.35
265707,GS25 동대문한신점,N,2,2,100.0,0,0.0,-4.72,-3.68,1.04,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.3,0.33,-1.82,,
265824,[직영A]피나치공 답십리점,N,2,2,100.0,0,0.0,-3.03,0.92,3.95,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-0.61,4.93,1.09,,
38852,CU 답십리두산행운점,N,1,1,100.0,0,0.0,-7.1,-7.07,0.03,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.68,-3.06,-2.83,,
51244,■CU 용두으뜸점,N,1,1,100.0,0,0.0,-1.6,-1.07,0.53,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,0.82,2.94,-2.33,,
51254,CU 장안쉐르빌점,N,1,0,0.0,1,100.0,6.18,,,6.22,0.03,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,8.6,,,-2.05,-0.72
56156,GS25 동대문메가점,N,1,1,100.0,0,0.0,-4.02,-3.58,0.43,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-1.6,0.43,-2.43,,
64793,세븐일레븐 장안노블레스점,N,1,1,100.0,0,0.0,-5.58,-5.45,0.13,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-3.16,-1.44,-2.73,,
66830,◇GS25 청량현대점,N,1,0,0.0,1,100.0,3.77,,,4.05,0.28,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,6.19,,,-4.22,-0.47
68715,CU 전농우성점,N,1,0,0.0,1,100.0,2.78,,,2.83,0.05,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,5.2,,,-5.44,-0.7
129771,◇바나프레소 경희대점,N,1,1,100.0,0,0.0,-7.3,-6.93,0.37,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.88,-2.92,-2.49,,
133683,CU 제기한신점,N,1,1,100.0,0,0.0,-4.65,-4.58,0.07,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.23,-0.57,-2.79,,
157811,GS25 답십리한양점,N,1,0,0.0,1,100.0,31.3,,,31.53,0.23,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,33.72,,,23.26,-0.52
160442,GS25 전농샛별점,N,1,1,100.0,0,0.0,-6.82,-6.45,0.37,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.4,-2.44,-2.49,,
233866,(선택)던킨도너츠 이문점,N,1,1,100.0,0,0.0,-3.03,-2.08,0.95,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-0.61,1.93,-1.91,,
261902,[직영A] 공차 한국외대점,N,1,0,0.0,1,100.0,9.85,,,11.27,1.42,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,12.27,,,3.0,0.67
261912,[직영A] 하남삼겹,N,1,1,100.0,0,0.0,-1.02,-0.27,0.75,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,1.4,3.74,-2.11,,
263011,[직영A]성화금탕마라탕&튀김꼬치,N,1,0,0.0,1,100.0,4.67,,,4.9,0.23,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,7.09,,,-3.37,-0.52
263374,[직영A]주연이네 끼니,N,1,0,0.0,1,100.0,1.58,,,1.85,0.27,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,4.0,,,-6.42,-0.48
263724,[직영A] 30년 불멸의닭발 청량리점,N,1,0,0.0,1,100.0,0.28,,,0.3,0.02,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,2.7,,,-7.97,-0.73
263769,[직영A] 꼬꼬스토리 휘경점,N,1,1,100.0,0,0.0,-7.67,-5.48,2.18,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-5.25,-1.47,-0.68,,
264150,[직영A] 빙동댕 동대문점,N,1,0,0.0,1,100.0,29.2,,,29.78,0.58,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,31.62,,,21.51,-0.17
264275,[직영A] 샐러드박스 장안점,N,1,1,100.0,0,0.0,-7.42,-4.48,2.93,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-5.0,-0.47,0.07,,
264352,[직영A] 꼬샌 장안점,N,1,1,100.0,0,0.0,-7.1,-6.42,0.68,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.68,-2.41,-2.18,,
264486,[직영A] 노랑통닭 경희대점,N,1,0,0.0,1,100.0,2.87,,,3.0,0.13,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,5.29,,,-5.27,-0.62
264489,[직영A]본죽&비빔밥 회기점,N,1,1,100.0,0,0.0,-3.85,-0.83,3.02,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-1.43,3.18,0.16,,
265060,[직영A] 홍콩반점 경희대점,N,1,0,0.0,1,100.0,7.23,,,7.25,0.02,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,9.65,,,-1.02,-0.73
265706,GS25 뉴장안에이스점,N,1,0,0.0,1,100.0,3.18,,,3.47,0.28,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,5.6,,,-4.8,-0.47
265710,GS25 전농햇살점,N,1,1,100.0,0,0.0,-6.17,-6.15,0.02,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-3.75,-2.14,-2.84,,
265978,[직영A]국민우유집 외대점,N,1,1,100.0,0,0.0,-9.6,-8.28,1.32,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-7.18,-4.27,-1.54,,
